author_name,sentiment,compound_score,positive_score,negative_score,neutral_score,likes,reply_count,comment_text
@klazzark,Positive,0.7579,0.565,0.0,0.435,1,0,Merry Christmas the initial attraction family ❤🎄
@peaceistheanswer275,Positive,0.8876,0.538,0.0,0.462,1,0,"Third dude is 45?! Wow, he looks really good. Good for him."
@lavender2388,Neutral,0.0,0.0,0.0,1.0,0,0,Your into the green but the green not into you though 😅😂🤣🤣😂😅
@sarahbiber-g1o,Positive,0.4404,0.592,0.0,0.408,0,0,Men looking good
@36monsi,Neutral,0.0,0.0,0.0,1.0,0,0,What's up with Mr mean muggins 😂😂😂😂
@justinross6194,Neutral,0.0,0.0,0.0,1.0,1,0,"Did he say Atlanta, Florida 😂"
@gracecharles1174,Neutral,0.0,0.0,0.0,1.0,0,0,The green lady talk's alot
@zv1904,Positive,0.6199,0.202,0.0,0.798,6,0,Why did he mention he was he’s daddy’s only son ? He thought he was fina get a reward?
@sarahbiber-g1o,Positive,0.5423,0.636,0.0,0.364,3,0,Merry Christ day
@AfroVigilante,Positive,0.6467,0.682,0.0,0.318,0,0,HAPPY HALLOWEEN GUYS!!
@IDFK__,Negative,-0.2755,0.0,0.123,0.877,1,0,"They didn't like the question she asked about flaws.... It clashed with their ""core values""... smh..."
@safboogie83,Positive,0.5859,0.202,0.0,0.798,92,0,Whoa... did this dude really come for her waist trainer and call her old?  Wow.  Unnecessary
@paige4128,Positive,0.5951,0.111,0.0,0.889,0,0,44:16 Counsel is crackin me up!!  Stretched his neck to get productions attention so he could possibly get his balloon back. 😂😂😂😂 He’s hilarious!!  I’m go follow him just to crack up!!
@LastStraw0000,Positive,0.3182,0.315,0.0,0.685,3,0,“Financial stability” im sure he means.
@avilathonger7365,Positive,0.5423,0.467,0.0,0.533,0,0,Merry Christmas y' all 🎄🎁🎁🎁😁😁
@lucycofie5705,Positive,0.5719,0.222,0.0,0.778,0,0,What a way to celebrate Christmas Eve. I thought to come on here and hear more😂
@JakeNewton-f2t5p,Neutral,0.0,0.0,0.0,1.0,20,0,19:10 HE GOTTA BE TROLLING💀
@sarahbiber-g1o,Neutral,0.0,0.0,0.0,1.0,0,0,I'm here
@freework768,Positive,0.3612,0.238,0.0,0.762,5,0,I like the first guy 😅 Aaaand thas why I'm single 😂
@PrettiestPink983,Positive,0.6369,0.318,0.0,0.682,13,0,This is the spectrum episode fasho love the diversity 😂❤
@Franky.o2699,Positive,0.6553,0.125,0.03,0.845,0,0,"To all the ladies thinking the first lady is a great catch. Catch for who? For yall? Then take her. 

She is 45. 

Men tell yall things they want all this time. Don’t wait till youre 45 to find out the hard way."
@PurpleKayz83,Positive,0.3365,0.19,0.135,0.675,1,0,Second lady in the green is lying!! The back of those arms tell us that you love food sis 😂
@jamesjfine12,Neutral,0.0,0.0,0.0,1.0,13,0,Arlette looking REAL slim 😊
@JussaPree,Negative,-0.5106,0.0,0.212,0.788,2,0,Listen Cuz- tired of you using the show to advertise your podcasts... Pay for proper adverts it's disrespectful
@Soulful_A,Neutral,0.0,0.0,0.0,1.0,0,0,what does that nose thing mean? 0:23
@H.A.Michaevelli,Positive,0.3348,0.163,0.104,0.734,46,0,Frick the rules!!! you better believe the homie going to shoot his shot at the green over there afterwards😂😂😂
@SimplyD4,Positive,0.793,0.401,0.0,0.599,0,0,Happy holiday guys! But the guy in leader outfit versus the Second Lady was hilarious 😂
@shaybaby481,Positive,0.7481,0.443,0.0,0.557,0,0,GOD BLESS ALL BARBSX AND LETS STREAM PINK FRIDAY 2🤏🏻💕😍👑🦄🤩💙
@Mabelnmore,Positive,0.8221,0.408,0.0,0.592,0,0,"Merry Christmas, Fam! May the joy of the season remain with us always."
@portugalthelady,Positive,0.3129,0.169,0.132,0.7,19,0,"34:41 40+, attracted to one another, aligned in values — as hard as it is out here, popping over a stance that could be changed is so crazy to me!"
@karmicajones8863,Neutral,0.0,0.0,0.0,1.0,2,0,Is it me or has Arlette slim down
@paige4128,Positive,0.6836,0.366,0.0,0.634,3,0,Throw them all away!!!  Don’t like Keith Sweat!????!!  Blasphemy!😂😂😂😂😂
@tonyamartin1425,Negative,-0.9562,0.099,0.227,0.674,1,0,woman start the dumb shit like don't date him girl    the I don't date lightskins    the he is not the right height and sooner or later the men pick up the stupidity and mirror it back and they looked shocked like but that is so silly and soon nobody is nobodies type  wrong political party   wrong religion   I don't date Lakers fans     people basify only will date themselves    they even are starting to say I wouldn't e=wear that out fit? huh ?this lady is likable but this show is very negative and is spreading a lot of negative behavior
@CCeCollections,Positive,0.4215,0.203,0.0,0.797,1,0,Thought Gary in the  Black shirt was Keith Sweat at first lol
@JakeNewton-f2t5p,Neutral,0.0343,0.167,0.163,0.67,1,0,"19:11 BRO I THINK THE JOKES WRITE THEMSELVES 😭😭😭. He got no right to be having all that superficial and surface level criticism, looking like that"
@Liyahhbabyyy,Negative,-0.2062,0.06,0.078,0.862,3,0,19:21 this guy is ONE TO TALK. The way he kept looking at the camera as if we were gonna clap for him.  Pack it up unc...also him talking about her being too mature for him..? Creep. Also he is so insecure.
@mauricemoore3193,Neutral,0.0,0.0,0.0,1.0,1,0,"People should really take note to the maturity level of the 1st match. Even though both are divorced,the know HOW to be married and how to be intentional and not superficial"
@mimo4856,Neutral,0.0,0.0,0.0,1.0,0,0,Bookmark 24:30
@liashaprince6950,Neutral,0.0,0.0,0.0,1.0,0,0,"Mr. Father's only son, 🍪?"
@Henry-cf4oo,Neutral,0.0,0.0,0.0,1.0,0,0,A 41 year old leading with being his father's only son 🤔
@Willartboe,Positive,0.7345,0.382,0.0,0.618,0,0,"The last woman is stunning and seems fun, how is she single?!"
@marcojones461,Neutral,0.0,0.0,0.0,1.0,0,0,"For whomever is wondering, he’s his father’s ONLY SON!!!"
@akeembell6384,Negative,-0.4824,0.0,0.281,0.719,0,0,Second Lady with the green dress body was CRAZY
@safboogie83,Neutral,0.0,0.0,0.0,1.0,0,0,A line up of 40yr old dummies
@louisdavis6432,Positive,0.9277,0.167,0.056,0.777,1,0,"21:40 There is a misconception that needs to be addressed. Everyone's walk with Christ is individual. Everyone's Salvation for each individual. Going to church is about coming together and the most important part is to have your FAITH increased by hearing and applying the word of God. Praise and Worship is supposed to be done by all of the believers. The theatrics at some ministries is way off. If one has an issue with giving, leave your money in your pocket. Giving is a belief and heart issue. Any pastor asking you for crazy amounts of money, leave that ministry alone.  If anyone needs it: I got Bible for ya..."
@Nelli1717,Neutral,0.0,0.0,0.0,1.0,35,0,The first guy was diabolical
@pkeys11,Positive,0.34,0.138,0.0,0.862,619,0,"""My father's only son"" is giving ""We just found out my dad had another son"" vibes."
@amandayancey3412,Neutral,0.0,0.0,0.0,1.0,0,0,"22 seconds in, 😐 grown ahh man btw"
@realityrios21,Neutral,0.0,0.0,0.0,1.0,1,0,If that last brother is 42 the im gunna be the first puerto rican male in the next show....😮
@DaRichWayTony,Positive,0.6808,0.583,0.0,0.417,0,0,Nice guy finish lat episode lol
@shortyduwhop319,Negative,-0.4648,0.123,0.286,0.59,1,0,Dude in the leather set…sir please 😒 Brandon is a HARD 40 trying to be insulting
@EnchantedStringsToronto,Neutral,0.0,0.0,0.0,1.0,54,0,Green dress is snatched
@PrettySlim_WhatheyCallMe,Positive,0.6598,0.145,0.091,0.764,1,0,Leather suit really came for that BEAUTIFUL woman in the green dress😳is he for real?! No sir she is just way out of your caliber that’s why you really popped😒the dust is strong on this one!!! 37:47 BM should’ve kicked his ass of his show for that comment. That was very tacky.
@kingtony4828,Positive,0.128,0.136,0.113,0.751,0,0,These guys crazy for popping on the first women she looks good I'll come to Houston for her❤
@orionsopulence9883,Positive,0.8591,0.292,0.0,0.708,1220,0,Respect to the beautiful sista in green for handling the patent leather brotha in black with tact. He ain't have to come for her like that
@user-bandannasy,Neutral,0.0,0.0,0.0,1.0,1,0,Old head into trucking and is in the field of psychiatry??????
@MiaNeus-h4p,Positive,0.3147,0.156,0.124,0.72,2,0,"The 2nd lady in green is definitely my favorite thus far. She knows what she wants and doesn’t waste any time. You go girl! And no, you don’t look older than your age!"
@thatGuyQuincy,Negative,-0.1027,0.0,0.08,0.92,1,0,Something about this elder lineup that is less interesting..the first guy tries tooo hard to be smooth
@AminataAnnie,Negative,-0.6571,0.154,0.26,0.586,1,0,I only made it 19:58 in but that man with the damn leather outfit. OH NO he was trying to be funny and slick and it was not cute. Smh
@stopthecancelculture,Neutral,0.0,0.0,0.0,1.0,0,0,The dude with the leather outfit looks old for 40. He looks 50
@Jade0822,Positive,0.8829,0.595,0.0,0.405,1,0,What a great Christmas gift! Definitely wasn’t expecting an episode today! 🎉
@paige4128,Negative,-0.0516,0.0,0.062,0.938,2,0,"38 minutes in, and at least these women are covered up, dressed appropriately and leave something to the imagination."
@AfroXAI,Negative,-0.4191,0.066,0.102,0.832,1,0,"T
R
A
S
H 
M
E
N

Omg the dating pool is garbage. Why the first dude talking bout he wanted to get up under that wtf he’s gross talking bout is your stomach more important than a baby wtf!!? 

It’s giving he has kids in the streets but he doesn’t claim them"
@aba8793-e9g,Negative,-0.4019,0.0,0.153,0.847,1745,0,"""I'm my father's only son""  - is there a family paternity dispute that we should be aware of? 😂"
@m.t.burton6371,Negative,-0.5255,0.0,0.404,0.596,0,0,What's wrong with plastic suit! 😂😂😂😂😂
@angelicacoston8136,Positive,0.6249,0.393,0.089,0.519,27,0,Can we leave the initial attraction word in 2025 please 😂
@architectofdesire,Positive,0.0772,0.272,0.195,0.533,1727,0,Dude in the leather fit took that fitness preference as a personal insult 😂
@PurposeslayFit,Positive,0.7717,0.34,0.0,0.66,4,0,LOVE THIS LINE UP.QUEEN IN THE GREEN DRESS LOOKS LIKE MY DENTIST..IF SO HEYYYYYYY QUEEN💚😀
@vision176,Neutral,0.0,0.0,0.0,1.0,1,0,leather dude was buggin
@japhiajohn1797,Negative,-0.1531,0.0,0.151,0.849,1,0,No kids but he wants to impregnate almost every woman 🤨
@Hajjking,Neutral,0.0,0.0,0.0,1.0,0,0,First hour folks gather here
@rjameelah09,Negative,-0.3595,0.148,0.315,0.537,5,0,Yeah ate him up no waist trainer no waist clock it !
@paige4128,Negative,-0.2263,0.104,0.176,0.72,10,0,"Arlette said, “She don’t want no mo kids. Come on, sis,”😂😂😂😂😂😂"
@ronwilson9080,Positive,0.9201,0.234,0.0,0.766,1,0,"The military guy said he's lived all over the world ....and it aight all that.  😊  I love that!!    He's content and well adjusted!!    

 All these people running all over the world trying to heal something within themselves....it doesn't work.   I'll be glad when that FAD is over with."
@user-bandannasy,Negative,-0.899,0.088,0.343,0.569,3,0,Why do all black women claim they’re god fearing and looking for a god fearing man but they all choose and date the devil Everytime! ????
@JLShelton,Neutral,0.0,0.0,0.0,1.0,0,0,We all gather here today to watch ‘“pop the balloon or take what’s left”.
@jamalclark6208,Negative,-0.4767,0.0,0.279,0.721,3,0,Dude in the leather jacket is wrong af 😂😂😂😂
@llcoolbeard2922,Positive,0.3291,0.185,0.122,0.693,1,0,"I’m from Tampa, Fl but I’ve never heard of Atlanta, Fl haha. Bro was probably just nervous."
@SmilesxStephanie,Positive,0.6369,0.119,0.0,0.881,22,0,The man that said her eyebrows are drawn too thick...doesn't deserve to ever find love. The lady in green was a stellar woman and you popped over eyebrows. Sir stay single for life .
@Joecj16,Positive,0.4588,0.231,0.0,0.769,3,0,The guy in all black with the red boots is cute
@zv1904,Negative,-0.5423,0.0,0.412,0.588,2,0,Damnn those some big ass shoes .
@vision176,Neutral,0.0,0.0,0.0,1.0,0,0,i would have popped on green dress she talked way too much in the beginning
@iambmk8,Positive,0.2716,0.207,0.0,0.793,233,0,"""So your stomach is more important than having kids?""😂"
@cristibaluta,Neutral,0.0,0.0,0.0,1.0,0,0,"Let's see, is the Christmas bringing any consideration to this lineup"
@Brianaj89,Neutral,0.0,0.0,0.0,1.0,0,0,"Council, “My father’s only son.” 😭"
@paige4128,Positive,0.8997,0.316,0.0,0.684,0,0,I’m impressed that Counsel doesn’t have kids at 41. He’s hilarious and VERY Miami!!😂😂😂😂 I follow a lot of Miami born/bred YouTubers and they are hilarious and got the gift of gab.
@angelicacoston8136,Positive,0.4588,0.429,0.0,0.571,2,0,It’s initial attraction Christmas 😂❤
@gentryPR,Negative,-0.8908,0.093,0.291,0.616,1,0,"Arlette is a shit stsrter...she just wants them to say nasty stuff to each other. If a person says ""they are just physically not my type"" Arlette latches on like a gawt damn PIT BULL like ""WHY not??? Why physically ??"" SMH weird"
@latoshamajors5085,Neutral,0.0,0.0,0.0,1.0,210,0,"Council is a lil ""touched."""
@deebrick5273,Positive,0.2732,0.259,0.0,0.741,26,0,19:50  not him coming for her fitness
@sheasealy8539,Neutral,0.0,0.0,0.0,1.0,1,0,The Unc edition
@abubakarmohammed8405,Positive,0.807,0.51,0.0,0.49,4,0,"Love these line up.
Very mature set of people."
@BigDashKnows,Neutral,0.0,0.0,0.0,1.0,15,0,Buddy that owns the hair company is the president and a client
@cakessoosweet6131,Positive,0.0772,0.31,0.268,0.423,0,0,Yeah forget the previous comment…
@ronnetrag5273,Positive,0.8876,0.438,0.108,0.454,7,0,"In a selfish world filled with superficiality, love is so illusive. Be loving and love will find you."
@shawnnbits,Negative,-0.4215,0.14,0.242,0.618,0,0,He looks like a burnt Teddy Graham. Woman in rose dress was a serial killer.
@liashaprince6950,Neutral,0.0,0.0,0.0,1.0,0,0,43:23 🍪?
@kennethturman6685,Neutral,0.0,0.0,0.0,1.0,0,0,Ol Girl in the green dress I think the Commodore's wrote a song about her back in the day
@lamB4you,Negative,-0.4767,0.0,0.181,0.819,6,0,"20:37 a goofy. 

Judging people by the cover and still getting it wildly wrong is goofy"
@jamalclark6208,Positive,0.3818,0.12,0.0,0.88,0,0,"2nd girl is a manager, would love to see it jump rope though. She’d submit to a dollar but not to a man."
@2deepministries818,Positive,0.1779,0.124,0.0,0.876,0,0,Yoooooo dude said you want a man to be into fitness and say you're in the gym but look underneath the arms🤣🤣🤣😂
@christansdad,Negative,-0.2057,0.0,0.065,0.935,0,0,2nd lady is NOT into fitness and she is wearing a body shaper.  2nd lady has bat wings flapping off her tricep.  She's 5' tall and 5' wide.
@him4004,Positive,0.6239,0.337,0.0,0.663,1,0,Last week's episode was straight 🔥let's hope this one can match it!
@BeatingthePress,Positive,0.5423,0.636,0.0,0.364,0,0,Arlette Merry Christmas 🎉
@pkeys11,Neutral,0.0,0.0,0.0,1.0,997,0,"Chubby Guy: Most women that are in shape can't keep up with me in the gym.

😂😂😂"
@rhapsodymusic2842,Positive,0.4754,0.306,0.0,0.694,1,0,"A Very mature line up most 
so the women"
@ineeddamoney,Negative,-0.2869,0.066,0.096,0.839,2,0,"Why does the the first dude keep suspiciously defending his father? Like, is there someone claiming to be his brother? Is there a paternity suit against his father? Why does he have to remind himself?"
@TheSurvivorsPerspective,Positive,0.4605,0.339,0.177,0.484,28,0,"Too short, distance, no initial attraction-HAPPY HOLIDAYS COUSINS!!!"
@NubianKing-y3y,Positive,0.7856,0.128,0.0,0.872,4,0,"Religion & Spirituality are not the same!  ALL religions are man-made for control, and to get your money.  Spirituality is the Cosmic Divine Connection with the Universal Creators, who CREATED us thru the WOMB of the Black Goddess Wombman and the SEED of the Black Godman.  WE BIRTHED THE WORLD!"
@Isthis40,Positive,0.6597,0.241,0.0,0.759,260,0,The men passed up on lady number 1 to wait for what was in the back 😢. She was great.
@frenchie00,Positive,0.6571,0.267,0.0,0.733,2,0,Cooking for Christmas… watching my girl Arlette 💕 just in time!!! Merry Christmas everyone
@HollyGME,Neutral,0.0258,0.148,0.142,0.71,3,0,"When the girl in the green came out, niggas was like “Oh Yeahhh” 😩🤣🤣"
@keepingitreal5994,Neutral,0.0,0.0,0.0,1.0,2,0,Hey Christmas Eve 🎄 fam....!!!!!
@zaravisuals,Positive,0.6369,0.259,0.0,0.741,19,0,Week 3 of asking Arlette to bring on senior citizens to find love 😩💔
@LydiaRene,Positive,0.8898,0.334,0.0,0.666,2,0,Someone please explain to me why everyone ended up popping on the first lady but kept telling her how beautiful and smart she was?
@huntergrey1234,Neutral,0.0,0.0,0.0,1.0,0,0,Green dress I don’t know bro
@portugalthelady,Negative,-0.4939,0.0,0.286,0.714,1,0,28:08 I thought she said “without blaming the other person”?
@jamalclark6208,Negative,-0.2411,0.0,0.197,0.803,0,0,There was something not original about the 1st girl
@teeshesee,Neutral,0.0,0.0,0.0,1.0,315,0,Dude in the trash bag lookin leather jacket and pants did a whole lot with the woman in the green dress. 💀 made all sorts of assumptions
@eshoreent,Positive,0.6908,0.263,0.0,0.737,2,0,Got out the bed to watch this. Let's hope this is a mature group that wants to find a match.
@paige4128,Positive,0.871,0.22,0.0,0.78,1,0,"34:44 She talked herself out of a good man. Girl, if he really got into you, trust, he would’ve followed you to the moon!!  I like him!!  I’m less than halfway in and so far he got it going on!!"
@Phillipine00,Positive,0.807,0.313,0.0,0.687,106,0,Older people have nice normal careers! See how life falls into place as we age.. love it 😄.
@Mast3rMindTalks,Positive,0.2808,0.273,0.186,0.541,292,0,All black leather with a white T is crazy work LOL
@beautifullife3271,Neutral,0.0,0.0,0.0,1.0,1,0,I’m early today!!❤
@BriW3,Positive,0.6369,0.318,0.0,0.682,13,0,Love that they actually have jobs in this episode 👏🏾🛄
@earllisaezidore5455,Negative,-0.1695,0.0,0.068,0.932,1,0,The men's line up has been iffy lately... plus why are they still letting ppl on here that are not okay with long distance
@Hfjfjrjjrjjrjr,Neutral,0.0,0.0,0.0,1.0,0,0,First👏👏👏
@TYSHAAA,Negative,-0.639,0.088,0.216,0.697,350,0,"As classy as Arlette is, I know she wants to cuss some of these people out. She is tired. TIRED!! Her facial expressions be telling on her😂😂😭😭"
@DevonBoyd-e7v,Neutral,0.0,0.0,0.0,1.0,17,0,"Im not a Christian but when the lady in green walked back i said ""Jesus Christ!""😂"
@Yolande_01,Positive,0.6369,0.244,0.0,0.756,25,0,"‘In the next life you gonna be my wife’
‘I love you too’
😂😂😂"
@2deepministries818,Positive,0.2617,0.102,0.0,0.898,3,0,She said she wants a picnic but not a foodie....🙄 So what the heck we doing on this picnic... ijs 🤷🏾
@deeamber5808,Negative,-0.4019,0.0,0.403,0.597,0,0,The first guy is annoying 😑
@Greatness_,Neutral,0.0,0.0,0.0,1.0,176,0,What is going on with leather jacket... He had so much to say about that lady. Yikes.
@ninajai9639,Positive,0.7574,0.18,0.075,0.746,2,0,"The 1st guy w the glasses is absolutely on the spectrum or under the influence. Leather fit with too much audacity insulting someone’s physical appearance when you look like that! “Too many hobbies to name them” … sir just name ONE. “Can’t think of 2 flaws”, seem like a red flag idk. He nearly flawless I guess"
@christansdad,Negative,-0.4019,0.0,0.101,0.899,0,0,First lady asked too many damn questions.  That's a major turn off.  The guys popped because she was too nosy.  Quit asking questions and make a decision.
@Glammedgoddess,Neutral,0.0,0.0,0.0,1.0,0,0,Yesss I been waiting all week. 🎉
@nosceteipsum4421,Positive,0.9348,0.542,0.0,0.458,1,0,"Merry Christmas, Arlette, BM and family! Thank you for the excellent work you do much love"
@Franky.o2699,Positive,0.4753,0.236,0.11,0.653,0,0,"“Its just the physical attraction! I like your outfit though.” Damn, she said give the clothes to another man 😅😅"
@liashaprince6950,Positive,0.1695,0.233,0.151,0.617,3,0,38:08 she dont want no more kids 😂
@FamousAtsuMensah,Positive,0.6369,0.219,0.0,0.781,0,0,"Whenever I see these dudes searching for love at this stage, then I have a long way to go 😃"
@deebrick5273,Positive,0.5859,0.077,0.026,0.897,2,0,"15:42 Next life, you can be my wife....those last 3 men who held their balloon for the 1st lady worked my nerves.

14:37 something else in line up waiting for me 🙄
15:10 don't think we mesh😮‍💨

If she wasn't your type, you should have popped.

These 3 irritiated me.
16:01 I love you too🙄"
@UltraHNWI1,Negative,-0.4588,0.0,0.4,0.6,2,0,19:45 let's leave the insults back in 2025.
@718MELKING,Positive,0.4927,0.39,0.0,0.61,1,0,The 1st woman was very attractive
@polaroidandroidjeff6383,Neutral,0.0,0.0,0.0,1.0,1,0,The way those two guys popped simultaneously on the first lady clown 💩
@paulcrawford2542,Neutral,0.0,0.0,0.0,1.0,0,0,Someone is on the spectrum
@liashaprince6950,Neutral,0.0,0.0,0.0,1.0,0,0,37:14 Cookie 🍪 ?
@deondraa,Neutral,0.0,0.0,0.0,1.0,723,0,"Leather jacket is hideous, the audacity is crazyyyy"
@FunnyChiotha,Positive,0.7345,0.469,0.0,0.531,0,0,"You look good thou , '' just initial attraction ''..!🎅"
@NTP313,Neutral,0.0,0.0,0.0,1.0,1,0,"You, you're daddy son #cuc #crackinupcrazy"
@lavender2388,Positive,0.3885,0.208,0.0,0.792,15,0,Your stomach is more important than the kids??? I was floored…😅😂🤣😂😅🤣 32:32
@2deepministries818,Neutral,0.0,0.0,0.0,1.0,2,0,Waaaaiiiit...how the woman in the green dress say she don't go on the physical but  popped two guys because of their teeth🤷🏾🤔
@Tertulien,Neutral,0.0,0.0,0.0,1.0,0,0,O.G episode 😂
@AllenBrown-k3y,Neutral,0.0,0.0,0.0,1.0,5,0,This must be the Uncle Daddy episode
@Talkthattawk,Positive,0.2006,0.202,0.173,0.625,1,0,Please stop sending strikes out to other black content creators for reacting to the show 😢😢😢they commentary makes it more entertaining ❤
@TitanicReimagined,Positive,0.6705,0.323,0.119,0.558,30,0,"🌟 Any lady hoping to steal the spotlight will have to outdress Arlette. Good luck, she still owns that crown 👑"
@meneedmoney,Positive,0.946,0.437,0.0,0.563,1,0,"Sister in the green, beautiful, classy, love Jesus and that body good gawd. Oh and she workout. Dude in leather jacket tried to play her tho"
@george9490,Negative,-0.4497,0.122,0.224,0.654,3,0,@20:21 Says she has no waist trainer but clearly she wears one on the regular or had a tummy tuck... Same shit goofy
@NubianKing-y3y,Negative,-0.935,0.0,0.392,0.608,2,0,"I get tired of these fake xtians!  The MAJORITY of so-called xtians are a bunch haters, heathens, and hypocrites!  GO TO ANY CHURCH AND SEE IF I'M LYING!"
@Diverse0725,Positive,0.4588,0.216,0.113,0.67,0,0,Naw we need to stop playin and show them love for dropping on Christmas Eve🙏🙏
@lamB4you,Negative,-0.4574,0.0,0.187,0.813,1,0,15:50 Damn! The Men have learnt from the Women. Popping o surface level things 🙌🏾
@whatsyoaddy,Positive,0.4588,0.21,0.113,0.678,1,0,The last girl was the only one they were really interested in dude was hella mad she popped over the house painting thing lmfao
@holisticbeautyRN,Positive,0.7518,0.133,0.0,0.867,0,0,Dang.. why dude in the black leather go in on the woman in the green dress like that?? Talking about her arms gave it away that she wasn’t as “fit” as she claims?! Too bogus! At least he recognized he ain’t exactly fit himself!😂😂
@ernestorhena2975,Neutral,0.0,0.0,0.0,1.0,32,0,First lady looks younger than 44 in my eyes.
@Ana-ot8lm,Positive,0.69,0.416,0.0,0.584,2,0,"Smart lady in green. Yes, Jesus Christ above all! 🙌🏻"
@timbuktu93,Positive,0.6124,0.357,0.0,0.643,72,0,"“You ain’t fit like that,” pointing to Ms. Green’s flabby arms."
@freework768,Positive,0.6249,0.169,0.0,0.831,1,0,"I dont understand people that say ""My relationship with God is personal"". Scripture teaches us to boast about The Lord and His goodness and to spread the Gospel."
@larryallen8397,Neutral,0.0,0.0,0.0,1.0,0,0,Anytime I see a make line up I think of William how got kicked off 😂😂😂😂😂
@CurlyScilla,Positive,0.758,0.456,0.13,0.414,75,0,"No waist trainer,  just a good surgeon!  Regardless she looks GOOD!!!"
@annagabri3ll3,Positive,0.6482,0.238,0.0,0.762,6,0,Second Lady is a very nice person but she might not have on a waist trainer but it looks like lipo
@MarshHog,Positive,0.6289,0.131,0.0,0.869,5,0,"HUGE shout out to the Brother that raised the valid points regarding fitness to the lady in the green dress. Baby girl, the back of the arms and waist trainer (tummy tuck) tells the real story........."
@NTP313,Positive,0.5994,0.796,0.0,0.204,0,0,Loving This
@TheGospelisForYou,Positive,0.0772,0.064,0.0,0.936,12,0,"I genuiely want to know why the first guy keeps saying ""my fathers only son"" is someone else claiming his father?"
@angelaharrison569,Positive,0.837,0.798,0.0,0.202,0,0,I LOVE the holiday drops!😂
@DemeiiTaylor,Neutral,0.0,0.0,0.0,1.0,0,0,The First Lady the shoes I just can’t
@joellabaptiste6482,Negative,-0.25,0.0,0.143,0.857,16,0,The line up alone tells me how this is about to go down😂
@liashaprince6950,Positive,0.5719,0.188,0.0,0.812,3,0,"I don't 33:08 typically go on physical, but spoke twice on a physical component and big on teeth lol"
@NTP313,Neutral,0.0,0.0,0.0,1.0,0,0,"Get it, Come do interview at NTP Backstage in Detroit 13036 Ward
Artists Market"
@Mannykall,Negative,-0.6486,0.136,0.391,0.473,2,0,Arlet please stop killing me with your facial expressions. I can’t 😂😂😂😂
@johnhall5758,Positive,0.8885,0.636,0.0,0.364,1,0,Love the first woman and her natural beauty looks
@roxy5344,Neutral,0.0,0.0,0.0,1.0,3,0,About 19:50 got me weeeak 🤣 the man in the black next to him couldnt hold it anymore 😫🤣🤣
@orionsopulence9883,Positive,0.9451,0.436,0.0,0.564,11,0,"I'm 43 and I REALLY appreciate having the more mature contestants here. Thank you for all you do Arlette, Happy Holidays to you and your family!! ❤❤"
@dariusv00,Positive,0.8555,0.234,0.0,0.766,2,0,19:05 2nd lady in green was attractive and seemed to be good peoples. bro talking about eyebrows and fitness like he took what she said to heart. 😂 (she def used a waist trainer before though or had a tummy tuck)
@petillanterubii9420,Positive,0.2263,0.275,0.0,0.725,0,0,Okay so today is Unc's edition
@midheaven_mimi,Negative,-0.7278,0.04,0.184,0.776,0,0,"Old, bad looking Brandon tried to come for the 2nd lady. Key word TRIED. She let him know - no waist trainer & eyebrows growing from the follicles 🙌🏾. Clown ahh def looks older than 40 & def not fit 😂"
@jeremebonesaw,Positive,0.8805,0.226,0.0,0.774,0,0,"Arlette! You can't be wearing that and expect us to concentrate on the other women. Looking like a grape flavored  Christmas present 😅, but the girl in the green and last one in the black are gorgeous as well."
@TYSHAAA,Negative,-0.4567,0.0,0.136,0.864,42,0,"""My Father's Only Son"" ... Sir, what? Don't nobody care about you and your daddy. Why you telling us that?"
@SuperDOC360,Positive,0.296,0.524,0.0,0.476,0,0,I got the stamina 🤣
@healthismywealth9668,Positive,0.4497,0.156,0.0,0.844,1,0,"The 2 lady in green, doesn't wear a waist trainer, but she sure as heck got a BBL. Lol... 😂😂😂😂😂"
@Hi-xl5dz,Positive,0.802,0.643,0.0,0.357,2,0,Merry Christmas and Happy New Year🎄🎆
@Maxridah34,Neutral,0.0,0.0,0.0,1.0,0,0,680th person  checkin in.  Les than 30 mins
@Jesusismysavior97,Positive,0.0823,0.359,0.258,0.383,0,0,Dan still ain't found no love lol 😂😂😂
@Willartboe,Negative,-0.5216,0.0,0.138,0.862,2,0,The first guy in the lineup is not looking for love. Only there for clout 😅 especially his response to the second lady.
@ren6510,Positive,0.5719,0.787,0.0,0.213,1,0,Happy holidays🎉🎉
@realbarrylipscombjr,Neutral,0.0,0.0,0.0,1.0,3,0,Old school 🏫 edition of pop the balloon 🎈🎈
@TYSHAAA,Negative,-0.6705,0.0,0.244,0.756,451,0,"Mr Muscles keeps talking about how selfish he is in present tense. Sir, you're supposed to be advertising yourself 😂"
@annika_boron,Neutral,0.0,0.0,0.0,1.0,6,0,19:49 was fucking diabolical
@Nia.4381,Positive,0.3182,0.121,0.099,0.78,2,0,"The guy in the black pleather jacket tried his best to belittle the lady in the green. Mentioning her “drawn on eyebrows”.. that turned out to be her naturally thick eyebrows and her wearing a waist trainer, when in reality she likes the gym.. just showed how insecure he is 🤮 🤡 🤡"
@kdot713,Negative,-0.128,0.0,0.143,0.857,0,0,Gotta be tough being the first person to go up
@godchosenhopeful6728,Positive,0.5719,0.381,0.0,0.619,0,0,Happy Holiday's. From my family to yours.
@mauricemoore3193,Neutral,0.0,0.0,0.0,1.0,183,0,"Counsel, my guy, your father got another son you don’t know about 😂"
